Nama Herbal,Khasiat,Saran Penyajian
Salam,"Daun salam mengandung senyawa flavonoid dan tanin yang bersifat antiinflamasi. Flavonoid dan tanin dapat membantu meredakan peradangan pada lambung, sehingga dapat membantu mengurangi gejala mabuk alkohol, seperti mual, muntah, dan sakit kepala.","1 genggam buah salam yang sudah masak dicuci bersih lalu ditumbuk sampai halus. Peras dan saring, lalu diminum."
Salam,Daun salam mengandung senyawa flavonoid dan tanin yang bersifat antibakteri dan antiinflamasi. Flavonoid dan tanin dapat membantu membunuh bakteri penyebab kudis dan meredakan peradangan pada kulit.,"Daun, kulit batang atau akar, dicuci bersih lalu digiling halus sampai menjadi adonan seperti bubur. Balurkan ketempat yang sakit."
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat antibakteri, antiinflamasi, dan imunomodulator. Andrographolide dapat membantu membunuh bakteri penyebab tifus, meredakan peradangan, dan meningkatkan daya tahan tubuh.","10-15 lembar daun sambiloto segar direbus dengan 2 gelas air sampai tersisa 1 gelas. Setelah dingin disaring, tambahkan madu secukupnya lalu diminum sekaligus. Lakukan 3 kali sehari."
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat antimikroba, antiinflamasi, dan imunomodulator. Andrographolide dapat membantu membunuh bakteri penyebab disentri basiler, diare, radang saluran napas, dan radang paru-paru, meredakan peradangan, dan meningkatkan daya tahan tubuh.","9-15 g herba kering direbus dengan 3 gelas air sampai tersisa 1 gelas. Setelah dingin disaring, air rebusannya diminum sehari 2 kali, masing- masing 1⁄2 gelas."
Sambiloto,Sambiloto mengandung senyawa andrographolide yang bersifat antimikroba dan antiinflamasi. Andrographolide dapat membantu membunuh bakteri penyebab disentri dan meredakan peradangan pada saluran pencernaan.,"500 g herba krokot segar diuapkan selama 3-4 menit, lalu ditumbuk dan diperas. Air perasan yang terkumpul ditambahkan bubuk kering sambiloto sebanyak 10 g sambil diaduk. Campuran tersebut lalu diminum, sehari 3 kali masing-masing 1⁄3 bagian."
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat imunomodulator dan antiinflamasi. Andrographolide dapat membantu meningkatkan daya tahan tubuh, meredakan peradangan, dan menurunkan demam.",1 g bubuk kering sambiloto diseduh dengan secangkir air panas. Setelah dingin diminum sekaligus. Lakukan 3-4 kali sehari.
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat antipiretik. Andrographolide dapat membantu menurunkan demam dengan cara memblokir produksi prostaglandin, yaitu zat yang berperan dalam peradangan dan demam.","1 genggam daun sambiloto segar ditumbuk. Ditambahkan 1⁄2 cangkir air bersih, saring lalu minum sekaligus. Daun segar yang digiling halus juga bisa digunakan sebagai tapal badan yang panas."
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat antibakteri dan imunomodulator. Andrographolide dapat membantu membunuh bakteri Mycobacterium tuberculosis, meningkatkan daya tahan tubuh, dan mengurangi peradangan.","Daun sambiloto kering digiling menjadi bubuk. Tambahkan madu secukupnya sambil diaduk rata lalu dibuat pil dengan diameter 0,5 cm. Pil ini lalu diminum dengan air matang. Sehari 2-3 kali, setiap kali minum 15-30 pil."
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat imunomodulator dan antiinflamasi. Andrographolide dapat membantu meningkatkan daya tahan tubuh dan meredakan peradangan pada saluran pernapasan, sehingga dapat membantu mengurangi gejala batuk rejan.",5-7 lembar daun sambiloto segar diseduh dengan 1⁄2 cangkir air panas. Tambahkan madu secukupnya sambil diaduk. Setelah dingin minum sekaligus. Lakukan sehari 3 kali.﻿
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat antibakteri, antiinflamasi, dan imunomodulator. Andrographolide dapat membantu membunuh bakteri penyebab radang, meredakan peradangan, dan meningkatkan daya tahan tubuh.","3-4,5 g bubuk kering herba sambiloto diseduh dengan air panas. Setelah dingin tambahkan madu secukupnya lalu diminum sekaligus."
Sambiloto,Sambiloto mengandung senyawa andrographolide yang bersifat antibakteri dan antiinflamasi. Andrographolide dapat membantu membunuh bakteri penyebab radang tenggorokan dan meredakan peradangan.,9 g herba sambiloto segar dicuci lalu dibilas dengan air matang. Bahan tersebut lalu dikunyah dan airnya ditelan.
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat antihistamin. Andrographolide dapat membantu mengurangi produksi histamin, yaitu zat yang menyebabkan hidung berair.","9-15 g herba sambiloto segar direbus dengan 3 gelas air sampai tersisa 1 gelas. Setelah dingin disaring, lalu diminum 2 kali sehari, masing-masing /1⁄2 gelas. Untuk OMA, herba segar dicuci lalu digiling halus dan diperas. Airnya digunakan untuk tetes telinga."
Sambiloto,"Sambiloto mengandung senyawa andrographolide yang bersifat imunomodulator. Andrographolide dapat membantu meningkatkan produksi insulin, yaitu hormon yang mengatur kadar gula darah.","Daun sambiloto segar sebanyak 1⁄2 genggam dicuci lalu direbus dengan 3 gelas air bersih sampai tersisa 24 gelas. Setelah dingin disaring, lalu diminum sehabis makan, 3 kali sehari, masing-masing 4 gelas."
Sambiloto,Sambiloto mengandung senyawa andrographolide yang bersifat antibakteri dan antiinflamasi. Andrographolide dapat membantu membunuh bakteri penyebab kencing bernanah dan meredakan peradangan.,"3 tangkai sambilo dicuci lalu direbus dengan 3 gelas air bersih sampai tersisa 24 gelas. Setelah dingin disaring, lalu diminum sehabis makan, 3 kali sehari, masing-masing gelas."
Sambung nyowo,Sambung nyowo mengandung senyawa flavonoid dan saponin yang bersifat antiinflamasi dan analgesik. Flavonoid dan saponin dapat membantu meredakan peradangan dan nyeri akibat gigitan ular dan serangga.,"Daun dan umbi tumbuhan Sambung nyawa, kunyit sebesar jari, dicuci kemudian ditumbuk bersama bahan lain hingga lembut. Tempelkan pada luka dan dibalut dengan air bersih."
Sambung nyowo,"Sambung nyowo memiliki sifat hemostatik, membantu menghentikan pendarahan internal sehingga efektif meringankan kondisi muntah darah dan pendarahan rahim. Efek ini diyakini berasal dari kandungan zat kimia tertentu dalam tanaman yang mampu mempercepat proses pembekuan darah.","Pohon sambung nyawa dan umbinya, 1 jari kunyit, 1⁄4 genggam kayu secang (tua) yang telah diserut, dikupas, diiris tipis, kemudian direbus bersama bahan lainnya dengan air 2 gelas hingga tinggal 1 1⁄2 gelas. Angkat dan saring, diminum 2 kali sehari 1⁄2 gelas."
Sambung nyowo,"Daun sambung nyowo mengandung senyawa antibakteri dan antiinflamasi yang dapat membantu melawan bakteri penyebab bisul dan mengurangi peradangan pada area yang terinfeksi, sehingga mempercepat proses penyembuhan dan mengurangi rasa sakit. Selain itu, sifat dingin dan netral dari sambung nyowo dapat membantu meredakan panas dan gatal-gatal yang seringkali menyertai bisul.","8 gram daun sambung nyawa segar dicuci, ditumbuk sampai lumat. Ditempelkan pada bisul."
Secang,"Secang (Caesalpinia sappan) adalah tanaman herbal yang berasal dari Asia Tenggara. Tanaman ini memiliki batang berwarna merah cerah yang sering digunakan sebagai pewarna makanan dan minuman. Selain itu, secang juga memiliki berbagai manfaat untuk kesehatan, salah satunya sebagai pembersih darah.","Kerokan kayu ditambah ketumbar dan daun trawas, direbus. Air rebusannya diminum."
Secang,Secang (Caesalpinia sappan) adalah tanaman herbal yang memiliki sifat antibakteri dan antiinflamasi. Secang dapat membantu menghentikan diare dengan cara membasmi bakteri penyebab diare dan mengurangi peradangan pada saluran pencernaan.,"5 g kayu dipotong kecil-kecil lalu direbus dengan 2 gelas air bersih selama 15 menit. Setelah dingin disaring, dibagi menjadi 2 bagian. Minum pagi dan sore hari."
Secang,"Secang (Caesalpinia sappan) adalah tanaman herbal yang memiliki sifat antibakteri, antiinflamasi, dan antioksidan. Secang dapat membantu meredakan batuk darah dan TBC dengan cara membasmi bakteri penyebab infeksi, mengurangi peradangan, dan meningkatkan daya tahan tubuh.","1 1⁄2 jari kayu secang dicuci dan dipotong-potong seperlunya, rebus dengan 4 gelas air bersih sampai tersisa 2 1⁄4 gelas, Setelah dingin disaring. Diminum sehari 3 x 4 gelas."
Secang,Secang (Caesalpinia sappan) adalah tanaman herbal yang memiliki sifat antiinflamasi dan antioksidan. Kandungan Brasilin dalam kayu secang dapat membantu mengurangi peradangan dan bengkak pada selaput mata yang disebabkan oleh infeksi bakteri atau virus.,"2 jari kayu secang dicuci dan dipotong-potong seperlunya, rebus dengan 3 gelas air bersih sampai tersisa 1 1⁄2 gelas. Setelah dingin disaring, airnya dipakai untuk merambang mata yang sakit."
Secang,"Secang (Caesalpinia sappan) adalah tanaman herbal yang memiliki sifat antibakteri, antiinflamasi, dan antioksidan. Secang dapat membantu meredakan batuk darah dengan cara membasmi bakteri penyebab infeksi, mengurangi peradangan, dan meningkatkan daya tahan tubuh.","1 jari kayu secang dicuci dan dipotong-potong seperlunya, rebus dengan 3 gelas air sampai tersisa 1 1⁄2 gelas. Setelah dingin disaring lalu diminum dengan madu seperlunya. Sehari 2 x 4 gelas."
Seledri,"Seledri (Apium graveolens) adalah tanaman herbal yang memiliki kandungan fitokimia, seperti apigenin, phthalides, dan kalium. Kandungan-kandungan tersebut dapat membantu menurunkan tekanan darah dengan cara mengendurkan pembuluh darah dan mengurangi peradangan.","Daun seledri secukupnya diperas dengan air masak secukupnya kemudian disaring. Diminum 3 kali sehari 2 sendok makan, lakukan secara teratur."
Seledri,"Seledri (Apium graveolens) adalah tanaman herbal yang memiliki kandungan vitamin A, vitamin C, dan antioksidan. Kandungan-kandungan tersebut dapat membantu menjaga kesehatan mata, termasuk mengurangi risiko mata kering.","2 tangkai daun seledri, 2 tangkai daun bayam, 1 tangkai daun kemangi ditumbuk bersama kemudian diseduh dengan 1 gelas air panas dan disaring. Diminum biasa."
Seledri,"Seledri (Apium graveolens) adalah tanaman herbal yang memiliki kandungan flavonoid, seperti apigenin dan luteolin. Kandungan-kandungan tersebut memiliki sifat antiinflamasi yang dapat membantu mengurangi peradangan pada sendi dan mengurangi rasa nyeri akibat rematik.",1 tangkai daun seledri dimakan sebagai lalapan setiap kali makan.
Sereh,"Sereh memiliki sifat diuretik, diaforetik, ekspektoran, antispasmodik, dan antibakteri. Sifat-sifat tersebut menjadikan sereh sebagai obat tradisional yang efektif untuk berbagai kondisi, seperti infeksi saluran kemih, batuk, kembung, dan demam.","5 gram akar sereh segar, dicuci dan direbus dengan 1 gelas air selama 15 menit, kemudian diminum 2 kali sehari masing-masing 1⁄2  gelas, pagi dan sore."
Sirih,"Tanaman sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antiinflamasi dan astringen yang dapat membantu mengurangi produksi asam lambung dan mengurangi rasa nyeri akibat asam lambung yang naik.","4 lembar daun sirih diolesi dengan minyak kelapa, kemudian dipanggang dengan api. Dalam keadaan masih hangat ditempelkan di seputar buah dada."
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antiseptik, antibakteri, dan antijamur yang dapat membantu mengatasi keputihan.","7-10 lembar daun sirih direbus dengan 2,5 liter air sampai mendidih. Air rebusan daun sirih tersebut dalam keadaan masih hangat dipakai untuk membasuh/membersihkan seputar kemaluan secara berulang-ulang.﻿"
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antiinflamasi, antioksidan, dan antibakteri yang dapat membantu mencegah dan mengatasi penyakit jantung.","3 lembar daun sirih, 7 pasang biji kemukus, 3 siung bawang merah, 1 sendok jintan putih ditumbuk sampai halus, ditambah 5 sendok air panas, dibiarkan beberapa menit, kemudian diperas dan disaring. Diminum 2 kali 1 hari dan dilakukan secara teratur."
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antibakteri, antijamur, dan antivirus yang dapat membantu mengatasi infeksi bakteri, jamur, dan virus, termasuk sifilis.","25-30 lembar daun sirih bersama tangkainya, 0,25 kg gula aren dan garam dapur secukupnya direbus dengan 2 liter air sampai mendidih, kemudian disaring. Diminum 3 kali 1 hari secara terus menerus."
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antiinflamasi dan antihistamin yang dapat membantu meredakan gejala alergi.","6 lembar daun sirih, 1 potong jahe kuning, 1,5 sendok minyak kayu putih ditumbuk bersama-sama sampai halus. Dioleskan/digosokkan pada bagian badan yang gatal-gatal."
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antimikroba, antiinflamasi, dan astringen yang dapat membantu mengatasi diare.","4-6 lembar daun sirih, 6 biji lada, 1 sendok makan minyak kelapa ditumbuk bersama-sama sampai halus. Digosokkan pada bagian perut."
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antiseptik, astringen, dan hemostatic yang dapat membantu menghentikan pendarahan gusi.","4 lembar daun sirih direbus dengan 2 gelas air sampai mendidih. Setelah dingin dipakai untuk kumur, diulang secara teratur sampai sembuh."
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antiseptik, astringen, dan hemostatic yang dapat membantu menghentikan pendarahan hidung.",1 lembar daun sirih digulung sambil ditekan-tekan sedikit supaya keluar minyaknya. Digunakan untuk menyumbat hidung yang berdarah/mimisen.﻿
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antibakteri, antiinflamasi, dan analgesik yang dapat membantu meredakan nyeri gigi berlubang.","1 lembar daun sirih direbus dengan 2 gelas air sampai mendidih. Setelah dingin dipakai untuk kumur, diulang secara teratur sampai sembuh. 2 lembar daun sirih diremas, garam 0,5 sendok, diseduh dengan air panas 1 gelas, diaduk sampai garam larut, biarkan sampai dingin. Dipakai untuk berkumur-kumur."
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antibakteri, antiinflamasi, dan mukolitik yang dapat membantu mengatasi bronkhitis.","7 lembar daun sirih dirajang, kemudian direbus bersama 1 buah gula batu dengan air 2 gelas sampai mendidih hingga tinggal 1 gelas, dan disaring. Diminum 3 kali sehari 3 sendok makan"
Sirih,"Daun sirih (Piper betle) adalah tanaman herbal yang memiliki kandungan flavonoid, tanin, dan saponin. Kandungan-kandungan tersebut memiliki sifat antibakteri, antiinflamasi, dan mukolitik yang dapat membantu meredakan batuk.","4 lembar daun sirih direbus dengan 2 gelas air sampai mendidih. Setelah dingin dipakai untuk kumur, diulang secara teratur sampai sembuh."
Sirsak,"Sirsak (Annona muricata) adalah tanaman herbal yang memiliki kandungan acetogenin, flavonoid, dan tanin. Kandungan-kandungan tersebut memiliki sifat antiinflamasi, antibakteri, dan analgesik yang dapat membantu meredakan gejala ambeien.","Buah sirsak yang sudah masak diperas untuk diambil airnya sebanyak 1 gelas. Diminum 2 kali sehari, pagi dan sore."
Sirsak,"Sirsak (Annona muricata) adalah tanaman herbal yang memiliki kandungan acetogenin, flavonoid, dan tanin. Kandungan-kandungan tersebut memiliki sifat antibakteri, antiinflamasi, dan diuretik yang dapat membantu mengatasi sakit kandung kemih.","Buah sirsak setengah masak, gula dan garam secukupnya dibuat kolak. Dimakan biasa, dan dilakukan secara rutin setiap hari selama 1 minggu berturut-turut."
Sirsak,"Sirsak (Annona muricata) adalah tanaman herbal yang memiliki kandungan acetogenin, flavonoid, dan tanin. Kandungan-kandungan tersebut memiliki sifat antibakteri, antiinflamasi, dan antidiare yang dapat membantu mengatasi mencret pada bayi.",buah-sirsak yang sudah masak diperas dan disaring untuk diambil airnya. Diminumkan pada bayi yang mencret sebanyak 2-3 sendok makan.
